0,2B,410,AER,2965,KZN,2990,,0,CR2,1506.825604
1,2B,410,ASF,2966,KZN,2990,,0,CR2,1040.43832
2,2B,410,ASF,2966,MRV,2962,,0,CR2,448.1649087
3,2B,410,CEK,2968,KZN,2990,,0,CR2,770.5085003
4,2B,410,CEK,2968,OVB,4078,,0,CR2,1338.631466
5,2B,410,DME,4029,KZN,2990,,0,CR2,715.6493504
6,2B,410,DME,4029,NBC,6969,,0,CR2,892.3827878
7,2B,410,DME,4029,TGK,6932,,0,CR2,915.2891398
8,2B,410,DME,4029,UUA,6160,,0,CR2,951.4321982
9,2B,410,EGO,6156,KGD,2952,,0,CR2,1171.881495
10,2B,410,EGO,6156,KZN,2990,,0,CR2,1008.25311
11,2B,410,GYD,2922,NBC,6969,,0,CR2,1685.426524
12,2B,410,KGD,2952,EGO,6156,,0,CR2,1171.881495
13,2B,410,KZN,2990,AER,2965,,0,CR2,1506.825604
14,2B,410,KZN,2990,ASF,2966,,0,CR2,1040.43832
15,2B,410,KZN,2990,CEK,2968,,0,CR2,770.5085003
16,2B,410,KZN,2990,DME,4029,,0,CR2,715.6493504
17,2B,410,KZN,2990,EGO,6156,,0,CR2,1008.25311
18,2B,410,KZN,2990,LED,2948,,0,CR2,1216.844568
19,2B,410,KZN,2990,SVX,2975,,0,CR2,723.5232035
20,2B,410,LED,2948,KZN,2990,,0,CR2,1216.844568
21,2B,410,LED,2948,NBC,6969,,0,CR2,1372.886415
22,2B,410,LED,2948,UUA,6160,,0,CR2,1464.056935
23,2B,410,MRV,2962,ASF,2966,,0,CR2,448.1649087
24,2B,410,NBC,6969,DME,4029,,0,CR2,892.3827878
25,2B,410,NBC,6969,GYD,2922,,0,CR2,1685.426524
26,2B,410,NBC,6969,LED,2948,,0,CR2,1372.886415
27,2B,410,NBC,6969,SVX,2975,,0,CR2,554.7033594
28,2B,410,NJC,2972,SVX,2975,,0,CR2,1012.602714
29,2B,410,NJC,2972,UUA,6160,,0,CR2,1557.171822
30,2B,410,NUX,4364,SVX,2975,,0,CR2,1324.611753
31,2B,410,OVB,4078,CEK,2968,,0,CR2,1338.631466
32,2B,410,OVB,4078,SVX,2975,,0,CR2,1370.297259
33,2B,410,SVX,2975,KZN,2990,,0,CR2,723.5232035
34,2B,410,SVX,2975,NBC,6969,,0,CR2,554.7033594
35,2B,410,SVX,2975,NJC,2972,,0,CR2,1012.602714
36,2B,410,SVX,2975,NUX,4364,,0,CR2,1324.611753
37,2B,410,SVX,2975,OVB,4078,,0,CR2,1370.297259
38,2B,410,TGK,4029,DME,4029,,0,CR2,915.2891398
39,2B,410,UUA,6160,DME,4029,,0,CR2,951.4321982
40,2B,410,UUA,6160,LED,2948,,0,CR2,1464.056935
41,2B,410,UUA,6160,NJC,2972,,0,CR2,1557.171822
42,2G,1654,BTK,2936,IKT,2937,,0,A81,488.339621
43,2G,1654,BTK,2936,OVB,4078,,0,A81,1199.359153
44,2G,1654,CEK,2968,OVB,4078,,0,A81,1338.631466
45,2G,1654,HTA,2935,IKT,2937,,0,AN4,608.6430637
46,2G,1654,IKT,2937,BTK,2936,,0,A81,488.339621
47,2G,1654,IKT,2937,HTA,2935,,0,AN4,608.6430637
48,2G,1654,IKT,2937,KCK,6922,,0,AN4,655.18545
49,2G,1654,IKT,2937,ODO,8944,,0,AN4,882.1865416
50,2G,1654,IKT,2937,OVB,4078,,0,A81,1458.824307
51,2G,1654,IKT,2937,UKX,6924,,0,AN4,517.4862735
52,2G,1654,IKT,2937,ULK,9026,,0,AN4,1134.537966
53,2G,1654,IKT,2937,YKS,2923,,0,A81,1860.015154
54,2G,1654,KCK,6922,IKT,2937,,0,AN4,655.18545
55,2G,1654,MJZ,2925,OVB,4078,,0,A81,1967.487896
56,2G,1654,ODO,8944,IKT,2937,,0,AN4,882.1865416
57,2G,1654,OVB,4078,BTK,2936,,0,A81,1199.359153
58,2G,1654,OVB,4078,CEK,2968,,0,A81,1338.631466
59,2G,1654,OVB,4078,IKT,2937,,0,A81,1458.824307
60,2G,1654,UKX,6924,IKT,2937,,0,AN4,517.4862735
61,2G,1654,ULK,9026,IKT,2937,,0,AN4,1134.537966
62,2G,1654,YKS,2923,IKT,2937,,0,A81,1860.015154
63,2I,8359,AYP,2786,LIM,2789,,0,142,339.9806106
64,2I,8359,CUZ,2812,LIM,2789,,0,142 141,585.9080247
65,2I,8359,CUZ,2812,PEM,2808,,0,142,310.9345704
66,2I,8359,HUU,6067,LIM,2789,,0,141,258.156103
67,2I,8359,IQT,2801,PCL,2781,,0,143,529.5509844
68,2I,8359,IQT,2801,TPP,2806,,0,142,454.8584415
69,2I,8359,LIM,2789,AYP,2786,,0,142,339.9806106
70,2I,8359,LIM,2789,CUZ,2812,,0,142 141,585.9080247
71,2I,8359,LIM,2789,HUU,6067,,0,141,258.156103
72,2I,8359,LIM,2789,PCL,2781,,0,143 146,491.3431739
73,2I,8359,LIM,2789,TPP,2806,,0,142 146,618.4026367
74,2I,8359,PCL,2781,IQT,2801,,0,143,529.5509844
75,2I,8359,PCL,2781,LIM,2789,,0,143 146,491.3431739
76,2I,8359,PCL,2781,TPP,2806,,0,146,287.2905685
77,2I,8359,PEM,2808,CUZ,2812,,0,142,310.9345704
78,2I,8359,TPP,2806,IQT,2801,,0,142,454.8584415
79,2I,8359,TPP,2806,LIM,2789,,0,142 146,618.4026367
80,2I,8359,TPP,2806,PCL,2781,,0,146,287.2905685
81,2J,470,ABJ,253,BOY,247,,0,CRJ,657.4155139
82,2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,831.9292486
83,2J,470,ACC,248,OUA,246,,0,CRJ,764.7435916
84,2J,470,BKO,1044,ABJ,253,,0,M87,921.3968497
85,2J,470,BKO,1044,DKR,1084,,0,M87,1059.572896
86,2J,470,BKO,1044,OUA,246,,0,CRJ,699.2746614
87,2J,470,BOY,247,ABJ,253,,0,CRJ,657.4155139
88,2J,470,BOY,247,OUA,246,,0,CRJ,334.2794255
89,2J,470,COO,245,LFW,298,,0,M87,126.6875995
90,2J,470,COO,245,OUA,246,,0,M87,791.9115064
91,2J,470,DKR,1084,BKO,1044,,0,M87,1059.572896
92,2J,470,DKR,1084,OUA,246,,0,M87,1747.037732
93,2J,470,LFW,298,OUA,246,,0,M87 CRJ,751.9942356
94,2J,470,NIM,280,OUA,246,,0,CRJ,419.7565319
95,2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,831.9292486
96,2J,470,OUA,246,ACC,248,,0,CRJ,764.7435916
97,2J,470,OUA,246,BKO,1044,,0,M87 CRJ,699.2746614
98,2J,470,OUA,246,BOY,247,,0,CRJ,334.2794255
99,2J,470,OUA,246,COO,245,,0,M87,791.9115064
100,2J,470,OUA,246,DKR,1084,,0,M87,1747.037732
101,2J,470,OUA,246,LFW,298,,0,CRJ,751.9942356
102,2J,470,OUA,246,NIM,280,,0,CRJ,419.7565319
103,2K,1338,BOG,2709,GYE,2673,,0,319,993.9367018
104,2K,1338,BOG,2709,UIO,2688,,0,319 320,712.2258461
105,2K,1338,CLO,2715,GYE,2673,,0,319,743.8381392
106,2K,1338,GYE,2673,BOG,2709,,0,319,993.9367018
107,2K,1338,GYE,2673,CLO,2715,,0,319,743.8381392
108,2K,1338,GYE,2673,SCY,6045,,0,319 320,1090.79141
109,2K,1338,GYE,2673,UIO,2688,,0,320 319,282.2165069
110,2K,1338,OCC,2670,UIO,2688,,0,319,156.8648103
111,2K,1338,SCY,6045,GYE,2673,,0,319 320,1090.79141
112,2K,1338,UIO,2688,BOG,2709,,0,319 320,712.2258461
113,2K,1338,UIO,2688,GYE,2673,,0,319,282.2165069
114,2K,1338,UIO,2688,OCC,2670,,0,319,156.8648103
115,2L,2750,BDS,1506,ZRH,1678,,0,100,1064.740843
116,2L,2750,BOD,1264,ZRH,1678,,0,100,770.9701782
117,2L,2750,BRS,490,ZRH,1678,,0,100,922.7610697
118,2L,2750,GVA,1665,LPA,1054,,0,319,2771.114626
119,2L,2750,LCA,1197,ZRH,1678,,0,319,2505.174816
120,2L,2750,LPA,1054,ZRH,1678,,0,319,3001.176398
121,2L,2750,RMF,4197,ZRH,1678,,0,319,3337.441267
122,2L,2750,TFS,1056,GVA,1665,,0,319,2832.34226
123,2L,2750,ZRH,1678,BDS,1506,,0,100,1064.740843
124,2L,2750,ZRH,1678,BOD,1264,,0,100,770.9701782
125,2L,2750,ZRH,1678,BRS,490,,0,100,922.7610697
126,2L,2750,ZRH,1678,LCA,1197,,0,319,2505.174816
127,2L,2750,ZRH,1678,LPA,1054,,0,319,3001.176398
